iso3,country,year,share_crude_oil,expgdp_crude_oil,share_copper_total,expgdp_copper_total
NGA,Nigeria,2002,0.892024481827772,0.125414691394592,0,0
NGA,Nigeria,2003,0.963985559768664,0.160118816577559,0,0
NGA,Nigeria,2006,0.927393786126797,0.175037816508732,4.82011104119244e-06,9.09755623340569e-07
NGA,Nigeria,2007,0.929324588881597,0.133711710797083,0.000804285861464908,0.000115721072909307
NGA,Nigeria,2008,0.914588842767538,0.158447653646225,0.0012395608708603,0.000214747329461361
NGA,Nigeria,2009,0.845298068925561,0.0991074379158625,0.000268705058404448,3.15044726499218e-05
NGA,Nigeria,2010,0.703547584153622,0.115610488288924,0.000254506148483358,4.18217342528317e-05
NGA,Nigeria,2011,0.717272808983006,0.152390808682257,0.000213312902228601,4.53201700466884e-05
NGA,Nigeria,2012,0.691957465422104,0.150572208465708,0.000779248384902385,0.000169566998148525
NGA,Nigeria,2013,0.827720288725705,0.101993202163589,0.00116737450591887,0.000143846013689124
NGA,Nigeria,2014,0.729340171588615,0.0925043490126169,0.000498038658650089,6.31677010210397e-05
NGA,Nigeria,2015,0.709841603591396,0.049390318183247,0.00027100465689071,1.88563281797704e-05
NGA,Nigeria,2016,0.820478547434902,0.0473039117666139,2.32996971271682e-05,1.34332191930934e-06
NGA,Nigeria,2017,0.81088918858979,0.0681426909484243,1.04206248405905e-05,8.75692299260693e-07
NGA,Nigeria,2018,0.823260494274208,0.0864985087511353,0.000225007736326205,2.36411607080016e-05
NGA,Nigeria,2019,0.765414873611806,0.0614167973987271,0.000605470971564056,4.8582917935587e-05
NGA,Nigeria,2020,0.754203783141598,0.043963534728787,0.000505786118468563,2.94829409261347e-05
NGA,Nigeria,2021,0.762160467404216,0.0590637977736854,0.00146117341841382,0.00011323396448442
NGA,Nigeria,2022,0.787378087101452,0.0773336238239768,0.00216102396304252,0.00021224849531658
NGA,Nigeria,2023,0.806414746089281,0.107769191325195,0.00291583596770498,0.000389672046301711
NGA,Nigeria,2024,0.713893334240235,0.148271855274992,0.00235854897369937,0.000489858099683074
PAK,Pakistan,2003,0.00282649539520626,0.000299717395362066,1.25229713089432e-06,1.32791737403006e-07
PAK,Pakistan,2004,0.00217126715631392,0.000206694983586222,3.41776337666312e-06,3.25355883999213e-07
PAK,Pakistan,2005,0.000864505449816204,9.55552754994525e-05,0.000124201125816599,1.37281642322446e-05
PAK,Pakistan,2006,0,0,0.000113675037656096,1.18912282002335e-05
PAK,Pakistan,2007,0,0,0.000320586649563755,3.10563915695038e-05
PAK,Pakistan,2008,0,0,0.000197580646884028,1.98153696267136e-05
PAK,Pakistan,2009,0,0,3.24690851709466e-05,3.04684242599185e-06
PAK,Pakistan,2010,0,0,0.000608425326963947,6.62301943958681e-05
PAK,Pakistan,2011,0,0,0.000879604225538177,9.66813081963943e-05
PAK,Pakistan,2012,0,0,0.00112709533618798,0.000110926127775956
PAK,Pakistan,2013,0,0,0.000885293674635986,8.59744659300896e-05
PAK,Pakistan,2014,0.00901644279184644,0.000821253034020824,0.000731223679769551,6.66027256449367e-05
PAK,Pakistan,2015,0.00795203772964166,0.000585645667322375,0.000389948343460671,2.87186210115694e-05
PAK,Pakistan,2016,0.00374954299121325,0.000245493280148459,0.000303405905117909,1.9864850473339e-05
PAK,Pakistan,2017,0.00523250626649561,0.000337458349477786,0.00127253782746588,8.20693742221331e-05
PAK,Pakistan,2018,0.0110900149541118,0.000735806236256995,0.00601453760672671,0.000399055753986237
PAK,Pakistan,2019,0.0104459402751171,0.000772655566933794,0.012995965731942,0.00096127347141598
PAK,Pakistan,2020,0.00535687227078236,0.00039653022157052,0.0174384559132104,0.00129084182664359
PAK,Pakistan,2021,0.00595345349081627,0.000491937177200479,0.025930185640207,0.00214262567899541
PAK,Pakistan,2022,0.0095171970552606,0.000781207176788049,0.0261366257889698,0.00214539212804055
PAK,Pakistan,2023,0.000933090551738501,7.96986738749981e-05,0.0257479529915845,0.0021992267573621
PAK,Pakistan,2024,0.00208365358410348,0.000181984738161267,0.0250163243593304,0.00218490696967217
PAN,Panama,2000,0,0,0,0
PAN,Panama,2001,0,0,0,0
PAN,Panama,2002,0,0,4.14684771854709e-06,2.30111768573307e-07
PAN,Panama,2003,0,0,0,0
PAN,Panama,2004,0,0,0,0
PAN,Panama,2005,0,0,0,0
PAN,Panama,2006,0,0,6.5726271110394e-06,2.76229336681314e-06
PAN,Panama,2007,0,0,5.11575465178944e-06,2.0437519815209e-06
PAN,Panama,2008,0,0,1.03090469136515e-05,3.88021931674399e-06
PAN,Panama,2009,0,0,2.64867305421967e-06,1.0096393256029e-06
PAN,Panama,2010,0,0,3.28227035741418e-06,1.18143694918586e-06
PAN,Panama,2011,0,0,1.21278729716977e-06,5.3608075415033e-07
PAN,Panama,2012,0,0,2.28288423646295e-06,9.13111938162038e-07
PAN,Panama,2013,0,0,5.43671957996693e-07,1.79118368728319e-07
PAN,Panama,2014,0,0,3.24406200186972e-06,8.63535367196708e-07
PAN,Panama,2015,0,0,1.93201622759715e-06,4.1490727532097e-07
PAN,Panama,2016,0,0,2.45001238038769e-06,4.42493795492779e-07
PAN,Panama,2017,0,0,0,0
PAN,Panama,2018,0,0,2.21252281334015e-07,3.773248559035e-08
PAN,Panama,2019,0,0,2.69296045990033e-06,4.04376674930853e-07
PAN,Panama,2020,0,0,1.01053276394282e-07,1.53347353662811e-08
PAN,Panama,2021,0,0,0,0
PAN,Panama,2022,0,0,0,0
PAN,Panama,2023,0,0,6.01457669640883e-06,2.41612179640147e-07
PAN,Panama,2024,0,0,5.24449393013668e-05,7.02117331607415e-07
PER,Peru,2000,0.0200862054348545,0.00251901156424803,0.124726345477713,0.0156419343436347
PER,Peru,2001,0.0172390143204663,0.00230565503389897,0.108609993403335,0.0145261888740839
PER,Peru,2002,0.0214900372347384,0.00305307713978574,0.0991910349030457,0.0140920128628091
PER,Peru,2003,0.029039824816852,0.00447805688709705,0.092647992856605,0.0142866902642773
PER,Peru,2004,0.0087351480786041,0.00168115164988053,0.107992688833579,0.0207840880742824
PER,Peru,2005,0.0109206063729939,0.00251776068272443,0.113936120765475,0.0262681279232676
PER,Peru,2006,0.0205406208539094,0.00558142368424062,0.134643673657826,0.0365862061537406
PER,Peru,2007,0.0220927941205589,0.00607187763609853,0.0916257907188382,0.0251819931204556
PER,Peru,2008,0.0187757245631483,0.00485912788466311,0.0871672326055436,0.0225587422289864
PER,Peru,2009,0.0132100713019412,0.00289012973145466,0.0743818906798742,0.0162734408332924
PER,Peru,2010,0.0131520557881097,0.00338326976869591,0.0698242925065473,0.017961786489041
PER,Peru,2011,0.0123797242295924,0.00336481559732102,0.0619994743195948,0.0168514899320294
PER,Peru,2012,0.011034849267639,0.00299772649136622,0.0432215832453002,0.0117415727166474
PER,Peru,2013,0.0111795171874699,0.00264900088837562,0.0449890956155313,0.010660223715773
PER,Peru,2014,0.0128432200543119,0.00243064260582762,0.0488800607622415,0.00925079207252693
PER,Peru,2015,0.00322097073962548,0.000617571611161116,0.0411187854718105,0.0078838948396554
PER,Peru,2016,0.000661411359345444,0.000120718906253142,0.0386795875958037,0.00705968750447371
PER,Peru,2017,0.000579690690112215,0.000116817343947159,0.0407321886223092,0.00820821546589227
PER,Peru,2018,0.00289229360314388,0.000604261985258285,0.0393852543273872,0.00822842188078704
PER,Peru,2019,0.00264361487684308,0.000515849699637077,0.0370085706932826,0.00722149820057188
PER,Peru,2020,0.00391306639961445,0.000722243743713807,0.0485492586761608,0.0089608493084235
PER,Peru,2021,0.00514853943661691,0.00126030066235337,0.0415539027866313,0.0101718966806189
PER,Peru,2022,0.00874839912666367,0.00205039227671593,0.0442359490946355,0.0103677309486713
PER,Peru,2023,0.00344389131266032,0.000815482245492678,0.0450394721693566,0.0106649387468909
PER,Peru,2024,0.00428977546871838,0.00107805110290999,0.0358955536880498,0.00902080808777806
PHL,Philippines,2000,2.73121796728135e-09,1.2430229361636e-09,0.0062910538771072,0.00286316374436755
PHL,Philippines,2001,1.24416012264735e-08,5.06835949873925e-09,0.00817034251178755,0.00332836845706466
PHL,Philippines,2002,0.00121918133735728,0.00050915262077882,0.00625597631863798,0.0026126111354929
PHL,Philippines,2003,8.01133433025392e-05,3.33483036340031e-05,0.00788754496291056,0.00328330130171532
PHL,Philippines,2004,0.00252190104629412,0.00105334988737079,0.0104062373296442,0.00434648652659944
PHL,Philippines,2005,0.00381082012465652,0.00146354662074102,0.00876870533431265,0.00336762393409049
PHL,Philippines,2006,0.00273418264440009,0.00101547100342334,0.0260897820844752,0.00968970278802692
PHL,Philippines,2007,0.0026794523050526,0.000866909001153994,0.0256439553144214,0.00829683575458392
PHL,Philippines,2008,0.00327065884111939,0.000886793825653152,0.0298385354670384,0.00809030544122603
PHL,Philippines,2009,0.00585971879318572,0.00127871704744169,0.0179030430000878,0.00390683018985761
PHL,Philippines,2010,0.00659800737167642,0.00163066953817506,0.0156712990939237,0.00387309510531797
PHL,Philippines,2011,0.00864203593231122,0.0017726373533945,0.0235299445341133,0.00482641578109189
PHL,Philippines,2012,0.0114965187777435,0.00228223911499695,0.00972425884843472,0.00193041774969456
PHL,Philippines,2013,0.0172047627917808,0.0034359349883587,0.0113347984274341,0.00226365402267676
PHL,Philippines,2014,0.0164210218633477,0.0034118787632276,0.00749246251302458,0.00155674683008162
PHL,Philippines,2015,0.00493970968505182,0.000945368854545336,0.0059897578497292,0.00114632860601868
PHL,Philippines,2016,0.00308263184315382,0.000544810923116999,0.00492300681643163,0.000870070778684795
PHL,Philippines,2017,0.0028488716644767,0.000595935262617929,0.0230970280943618,0.00483150352988453
PHL,Philippines,2018,0.00300317544095691,0.000584350534249024,0.0170881859765509,0.00332497744506144
PHL,Philippines,2019,0.00239822016502384,0.000451399678363582,0.0177101285099318,0.00333344970981071
PHL,Philippines,2020,0.00339435521837468,0.000611915262155461,0.0241225839687666,0.00434868372444029
PHL,Philippines,2021,0.00289894976032672,0.000548909923443301,0.0299169035404879,0.00566470156082286
PHL,Philippines,2022,0.0040992471143518,0.000800160997939919,0.0247914190140087,0.004839212183414
PHL,Philippines,2023,0.00231899825034843,0.000386928349978836,0.0296683970168592,0.00495021671643157
PHL,Philippines,2024,0.00230563971270766,0.000364532956975155,0.0185945026748057,0.0029398821533869
POL,Poland,2000,0.000636264553348324,0.000114411185528983,0.0143298755830796,0.00257675529041365
POL,Poland,2001,0.001988484169529,0.000367428932670857,0.0105111125606675,0.00194222661086817
POL,Poland,2002,0.00225175686073862,0.000453904473844983,0.0111403361592126,0.00224564583813234
POL,Poland,2003,0.000612068860609079,0.000147739075132343,0.00942402178260004,0.00227473794501306
POL,Poland,2004,0.00043901605953802,0.000126299893938094,0.0107989446749257,0.00310673274349396
POL,Poland,2005,0.000992727188227164,0.00028886753071709,0.0128473084911346,0.00373835865906146
POL,Poland,2006,0.00104128202483461,0.000329888935466525,0.0177937932586805,0.00563725808764434
POL,Poland,2007,0.00115012110317133,0.000371454424444108,0.012633898397142,0.00408036809745995
POL,Poland,2008,7.5873866909438e-05,2.43453750102686e-05,0.0116728985216529,0.00374544100020164
POL,Poland,2009,3.18346418947186e-05,9.86480902769904e-06,0.0135041524917239,0.00418462019621094
POL,Poland,2010,5.40668053763789e-08,1.77615658288556e-08,0.0152986810075327,0.00502579221979833
POL,Poland,2011,0.000810129921954323,0.000288699705218169,0.0155399049154684,0.00553783516277413
POL,Poland,2012,0.000966588022396857,0.000348495506364562,0.0148674152372002,0.00536032651074277
POL,Poland,2013,0.00163866858034292,0.000644639272067621,0.0125640327610701,0.00494259121733761
POL,Poland,2014,0.00149388176578935,0.000590859415858638,0.0100563197026353,0.00397747085563174
POL,Poland,2015,0.00048611602608509,0.000197050178329849,0.00859006547863275,0.00348203688749273
POL,Poland,2016,0.000337680914010338,0.000140286698824022,0.00652192014814269,0.00270947693404077
POL,Poland,2017,0.000549934901852836,0.000230284722524442,0.00711641880986485,0.00297999367829903
POL,Poland,2018,0.00048197874673589,0.000212211056755252,0.0052828917457422,0.00232601135979524
POL,Poland,2019,0.000450860362589363,0.00018844565311189,0.00698501694841638,0.00291952052134778
POL,Poland,2020,0.00022249843962818,9.33312643374647e-05,0.00720392370895123,0.00302182482299936
POL,Poland,2021,0.000296400702154294,0.000136677917977869,0.00870505957981716,0.00401412483369677
POL,Poland,2022,0.000306828410687558,0.00016130116395059,0.00695901173424498,0.00365838577387335
POL,Poland,2023,0.000270953154849145,0.000127295359298562,0.00685262161390588,0.00321940126869867
POL,Poland,2024,0.000266258337211926,0.000110728281466465,0.00723836430249413,0.00301020297894162
QAT,Qatar,2000,0.434118625520973,0.212365468841581,0,0
QAT,Qatar,2001,0.524056158375779,0.320634747742599,0,0
QAT,Qatar,2002,0.350074424501632,0.149034649012103,1.66809952001188e-07,7.10147925933589e-08
QAT,Qatar,2003,0.501909407055341,0.283219820934685,1.61850092430139e-05,9.13295378647327e-06
QAT,Qatar,2004,0.456466826247125,0.278265326932727,1.65919612700349e-06,1.01145740758866e-06
QAT,Qatar,2005,0.498533885818275,0.287738107738149,5.96630810839813e-06,3.44356573169639e-06
QAT,Qatar,2006,0.469325672272636,0.272581016954067,1.1945797050072e-06,6.93803407869826e-07
QAT,Qatar,2007,0.456479511852774,0.252427953163041,8.12399967824992e-06,4.49247897666706e-06
QAT,Qatar,2008,0.382731746540079,0.228736917466547,0,0
QAT,Qatar,2009,0.327986512102107,0.17853058693138,1.78118418284753e-05,9.69539434895007e-06
QAT,Qatar,2010,0.269371533626651,0.168689212477132,1.31929261906947e-07,8.26183932435029e-08
QAT,Qatar,2011,0.230709760604753,0.157379234820444,0,0
QAT,Qatar,2012,0.196483106884461,0.139777819871126,3.95728308816286e-07,2.81520590470685e-07
QAT,Qatar,2013,0.186577454540771,0.125184539966744,0,0
QAT,Qatar,2014,0.16326501794596,0.104178917754879,0,0
QAT,Qatar,2015,0.136489653996271,0.0650551705523866,0,0
QAT,Qatar,2016,0.154453446827704,0.058336515342782,0,0
QAT,Qatar,2017,0.173543065509709,0.0727119858325688,0,0
QAT,Qatar,2018,0.162649370442514,0.0753248559369515,7.56276884020563e-07,3.50240810538086e-07
QAT,Qatar,2019,0.170171995484731,0.0703714729348759,7.24066668220652e-06,2.99424343004235e-06
QAT,Qatar,2020,0.140833716612253,0.0502283205590848,0.000932424892377651,0.000332549175852255
QAT,Qatar,2021,0.141708134385875,0.0687546775570461,0.00160403614806287,0.000778254463851735
QAT,Qatar,2022,0.143003430015027,0.0794554674969093,0.00112896124452497,0.000627272670733829
QAT,Qatar,2023,0.172487741435758,0.0791582016279254,0.00118425811836344,0.000543480609883429
QAT,Qatar,2024,0.157463149442938,0.0681412182063689,0.00155152472395661,0.000671412867974011
ROU,Romania,2000,0,0,0.00164851473352207,0.000456361339226106
ROU,Romania,2001,0,0,0.00300265893506061,0.000846253435983761
ROU,Romania,2002,7.15351860871272e-07,2.15618551102422e-07,0.000920753756574465,0.000277529984576952
ROU,Romania,2003,0,0,0.000118133227608687,3.60144962796332e-05
ROU,Romania,2004,5.51408475188126e-10,1.72530942325371e-10,6.86655399709929e-05,2.14848535152347e-05
ROU,Romania,2005,0,0,5.42204928251812e-05,1.52567941185424e-05
ROU,Romania,2006,0,0,7.660986443375e-05,2.04732870923891e-05
ROU,Romania,2007,0,0,2.41726247120289e-05,5.59559254365645e-06
ROU,Romania,2008,0,0,1.71085376754808e-05,3.94235356060993e-06
ROU,Romania,2009,5.42155369239433e-10,1.26022500744678e-10,3.02115564461073e-05,7.02259188185964e-06
ROU,Romania,2010,0.000879470876766358,0.00025513937145172,1.57725883908345e-05,4.57571523345995e-06
ROU,Romania,2011,0.000939635371002244,0.000305464577953393,1.99491318182786e-05,6.48523173931531e-06
ROU,Romania,2012,0.000653640836813411,0.000211175904434575,0.000186483997294606,6.02485716517508e-05
ROU,Romania,2013,0.000625565698212688,0.000217095380822697,1.03148775091e-05,3.57965960629797e-06
ROU,Romania,2014,0.000489481602648242,0.000171029116601413,1.37175863269821e-05,4.79304361739896e-06
ROU,Romania,2015,0.000249017145946699,8.48429597814232e-05,1.19350124757654e-05,4.0663938204837e-06
ROU,Romania,2016,0.000206015430783677,7.06748679432601e-05,3.13355383497547e-05,1.07498502727464e-05
ROU,Romania,2017,0.000317978986119222,0.000106672997102551,1.78263152259167e-05,5.98022685603002e-06
ROU,Romania,2018,9.36165913228675e-05,3.0767747885295e-05,2.92702720432021e-05,9.61987974603018e-06
ROU,Romania,2019,0.000171233617847155,5.25970163161827e-05,2.1774746474223e-05,6.68844535310667e-06
ROU,Romania,2020,0.000154174327023756,4.34023216521643e-05,4.70442765178973e-05,1.32436499690932e-05
ROU,Romania,2021,0.000216665238630868,6.67786504778875e-05,3.13452249741803e-05,9.66094901022725e-06
ROU,Romania,2022,0.000307731831134235,0.000100352781246632,2.63078302095437e-05,8.57910577648453e-06
ROU,Romania,2023,0.000185994097741684,5.33534675798853e-05,0.000590739325419305,0.00016945694422355
ROU,Romania,2024,7.5013544302089e-05,1.96659185485851e-05,1.6894248924734e-05,4.42907912676895e-06
SAU,Saudi Arabia,2000,0.802065271277699,0.326743998469778,6.83382520250631e-05,2.78395219375775e-05
SAU,Saudi Arabia,2001,0.750881359247843,0.275962461773235,0.000135256368377221,4.97091583486298e-05
SAU,Saudi Arabia,2002,0.76341960534877,0.29041625281373,0.000198119458799433,7.53676096747993e-05
SAU,Saudi Arabia,2003,0.761504827354467,0.327334659363879,9.9502540113203e-05,4.2771403284401e-05
SAU,Saudi Arabia,2004,0.739585411551476,0.358874071480471,3.47715268658447e-05,1.68724250411607e-05
SAU,Saudi Arabia,2005,0.760914456790032,0.417958070888621,2.58075474952264e-05,1.41756706936214e-05
SAU,Saudi Arabia,2006,0.769451285721392,0.430976721733378,6.62250639031372e-05,3.7093265639031e-05
SAU,Saudi Arabia,2007,0.766056542192349,0.429122991313176,4.4836099470723e-05,2.51159021090388e-05
SAU,Saudi Arabia,2008,0.789449570997585,0.475372527488616,6.28543066206363e-05,3.78481561070957e-05
SAU,Saudi Arabia,2009,0.741327297661371,0.331379291343702,9.96565602381061e-05,4.45472875660106e-05
SAU,Saudi Arabia,2010,0.75598957252935,0.358635176976072,3.07333734537247e-05,1.45796572177196e-05
SAU,Saudi Arabia,2011,0.782601396512737,0.418675401636057,9.94931560425693e-06,5.32267604578491e-06
SAU,Saudi Arabia,2012,0.787965258148973,0.40594323102161,2.44559842042016e-05,1.25992118852911e-05
SAU,Saudi Arabia,2013,0.783231693535598,0.381932650639489,5.11507700435367e-07,2.49430013445837e-07
SAU,Saudi Arabia,2014,0.732636010503652,0.318264453825368,6.16041660097299e-05,2.67614694983059e-05
SAU,Saudi Arabia,2015,0.637302852154609,0.187206009134631,1.17822679048896e-05,3.46100969981901e-06
SAU,Saudi Arabia,2016,0.609903676376352,0.162460961896329,1.28596336261218e-05,3.4254399988974e-06
SAU,Saudi Arabia,2017,0,0,3.72163522022566e-05,1.11375563252598e-05
SAU,Saudi Arabia,2018,0.638200021936491,0.211905675770604,2.11484977148731e-05,7.02207230611665e-06
SAU,Saudi Arabia,2019,0.637976707393937,0.187759094304021,2.51418136267571e-06,7.39933621558622e-07
SAU,Saudi Arabia,2020,0.577395934910133,0.130825120749826,3.83794457761737e-05,8.69593172449476e-06
SAU,Saudi Arabia,2021,0.583028075571336,0.163861353392705,2.9483500346089e-05,8.28640415769019e-06
SAU,Saudi Arabia,2022,0.628780365633373,0.208659333853279,5.53050522434871e-06,1.83528557674071e-06
SAU,Saudi Arabia,2023,0.549947248515625,0.14442427344337,8.53462833036079e-06,2.2413195066409e-06
SAU,Saudi Arabia,2024,0.587543158348393,0.144776053428709,7.78578126711966e-05,1.91848831646912e-05
SEN,Senegal,2000,0.0242782937998961,0.00279808460771277,0,0
SEN,Senegal,2001,0.0210215257712871,0.00252724923171481,0,0
SEN,Senegal,2002,0.0309045821986368,0.00304939365804885,0,0
SEN,Senegal,2003,0.0377802215316133,0.00497531242158093,0,0
SEN,Senegal,2004,0.0285879806225438,0.00373361606433678,6.46185236183532e-08,8.43923749007148e-09
SEN,Senegal,2005,0.0521763243429278,0.00696698247843849,3.33150401807498e-08,4.44847934634589e-09
SEN,Senegal,2006,0.0342789357876995,0.00437039875203009,1.79676930634452e-07,2.29079408496453e-08
SEN,Senegal,2007,0,0,2.30543968739997e-05,2.54701343240926e-06
SEN,Senegal,2008,0,0,0.000166396310441846,2.14312841205792e-05
SEN,Senegal,2009,0,0,0.000127385156187176,1.5934089781746e-05
SEN,Senegal,2010,0,0,1.7867670668726e-05,2.30977550514442e-06
SEN,Senegal,2011,1.44245706396499e-05,2.05844702711807e-06,8.06104636613638e-05,1.15034529223514e-05
SEN,Senegal,2012,0.000161703068673457,2.31653463105478e-05,1.78341130950041e-05,2.55488909008601e-06
SEN,Senegal,2013,0,0,0.000225695070595411,3.17443839526402e-05
SEN,Senegal,2014,0,0,0.000112448597613001,1.56172608827391e-05
SEN,Senegal,2015,0.00162551922878051,0.000238809866681667,6.3773705950941e-05,9.36918490183946e-06
SEN,Senegal,2016,0.0028611771569191,0.000396863672182821,5.8683238512244e-06,8.13974257945889e-07
SEN,Senegal,2017,0.00899326942150766,0.00128366326328077,5.45817098667283e-06,7.79077469150507e-07
SEN,Senegal,2018,0.00692606317739653,0.00108508710926623,0,0
SEN,Senegal,2019,0.00383557753494773,0.000684768938901944,1.769242177154e-05,3.15864319589831e-06
SEN,Senegal,2020,0.00177018320078369,0.000283512158922312,0,0
SEN,Senegal,2021,0.00381902541302508,0.000720251466611079,1.02322663659825e-05,1.92976062209977e-06
SEN,Senegal,2022,0.000433657611071732,8.92364523963964e-05,0,0
SEN,Senegal,2023,0.00495032037794501,0.000857311584085209,2.09317068214044e-05,3.62501683984235e-06
SEN,Senegal,2024,0.121049109472609,0.0232776178934971,0.000181079258575056,3.4821353150902e-05
SLV,El Salvador,2000,0,0,2.3563140494539e-06,7.9571743742045e-07
SLV,El Salvador,2001,0,0,0,0
SLV,El Salvador,2002,0,0,0,0
SLV,El Salvador,2003,0,0,0,0
SLV,El Salvador,2004,0,0,6.97842718583359e-09,2.67030965391621e-09
SLV,El Salvador,2005,2.44436467101069e-07,5.71506327391482e-08,2.93550737240734e-07,6.86338277316642e-08
SLV,El Salvador,2006,0,0,8.00218670978542e-07,1.86550625e-07
SLV,El Salvador,2007,0,0,9.91526138349228e-07,2.33983070773572e-07
SLV,El Salvador,2008,0,0,9.30625812784746e-08,2.40123422471785e-08
SLV,El Salvador,2009,0,0,8.65993439051149e-08,1.90205658447904e-08
SLV,El Salvador,2010,0,0,1.17797587347794e-08,2.87294015611448e-09
SLV,El Salvador,2011,0,0,0,0
SLV,El Salvador,2012,0,0,0,0
SLV,El Salvador,2013,0,0,4.60203279634682e-08,1.1550179618935e-08
SLV,El Salvador,2014,0,0,4.8665049703997e-08,1.14194662063471e-08
SLV,El Salvador,2015,0,0,0,0
SLV,El Salvador,2016,0,0,0,0
SLV,El Salvador,2017,0,0,0,0
SLV,El Salvador,2018,0,0,2.66027198426474e-07,6.03743130548403e-08
SLV,El Salvador,2019,1.11574913131767e-06,2.4509690859715e-07,6.77397039557209e-09,1.48803987946877e-09
SLV,El Salvador,2020,0,0,0,0
SLV,El Salvador,2021,0,0,0,0
SLV,El Salvador,2022,0,0,0,0
SLV,El Salvador,2023,1.00552589231773e-06,1.93005257872039e-07,0,0
SLV,El Salvador,2024,0,0,0,0
TUR,Turkey,2000,0.000167424112703241,1.69981686588442e-05,0.00052312130152518,5.31112512336879e-05
TUR,Turkey,2001,9.3459156085925e-05,1.4425761449451e-05,0.000811774690072498,0.000125300382756735
TUR,Turkey,2002,8.9214373546014e-05,1.34785900433227e-05,0.000515387263573694,7.78651843099793e-05
TUR,Turkey,2003,5.86702343574887e-05,8.73606077985265e-06,0.000423885062151895,6.31169400835691e-05
TUR,Turkey,2004,0,0,0.000410730749159006,6.35418077975259e-05
TUR,Turkey,2005,0.000165632007709395,2.40137906131485e-05,0.000602653424672319,8.73743749926006e-05
TUR,Turkey,2006,0,0,0.000843262330269775,0.00012998329434747
TUR,Turkey,2007,0,0,0.000648248201993832,0.00010123425228087
TUR,Turkey,2008,0,0,0.00205199471756899,0.000343850919599897
TUR,Turkey,2009,2.53792215994665e-07,3.9508697918413e-08,0.000289784696569732,4.511176985189e-05
TUR,Turkey,2010,0,0,0.000463193738093866,6.73669346444877e-05
TUR,Turkey,2011,7.48664622312693e-10,1.19763887274909e-10,0.000669208341895218,0.000107053265285311
TUR,Turkey,2012,0,0,0.000609578849745448,0.000105319076602636
TUR,Turkey,2013,4.11194103789515e-09,6.89900951419128e-10,0.000841187048331215,0.000141134257426566
TUR,Turkey,2014,0,0,0.000587255801097192,0.000103654310177593
TUR,Turkey,2015,0,0,0.000511514669344837,8.89532483149122e-05
TUR,Turkey,2016,0,0,0.000443233279909566,7.60062883543079e-05
TUR,Turkey,2017,0,0,0.000545174069358007,0.000103805507775151
TUR,Turkey,2018,0,0,0.00136040825735776,0.000298546346049512
TUR,Turkey,2019,0,0,0.000692030971066316,0.00016142689780876
TUR,Turkey,2020,0,0,0.00117131098173892,0.000272093610553916
TUR,Turkey,2021,0,0,0.00121046169226845,0.000329373404714181
TUR,Turkey,2022,0,0,0.000986244800196932,0.000271071154212156
TUR,Turkey,2023,0,0,0.000919275063357493,0.000203756992790223
TUR,Turkey,2024,0,0,0.000822329039769396,0.00015848893834792
URY,Uruguay,2000,0,0,0,0
URY,Uruguay,2001,0,0,0,0
URY,Uruguay,2002,0,0,4.77153159813005e-05,5.97456771849559e-06
URY,Uruguay,2003,0,0,3.44415056858417e-05,5.77946652481192e-06
URY,Uruguay,2004,0,0,3.2513988007831e-05,6.38418343472157e-06
URY,Uruguay,2005,0,0,4.25483933347968e-05,7.66859791425261e-06
URY,Uruguay,2006,0,0,0.000309886303852754,5.77248785954427e-05
URY,Uruguay,2007,0,0,0.000786581986316619,0.000138789321563879
URY,Uruguay,2008,0,0,6.7944822328221e-05,1.21782450001508e-05
URY,Uruguay,2009,0,0,0.000454909107177838,7.11319542890207e-05
URY,Uruguay,2010,3.13555814370899e-06,4.79541474287534e-07,0.000175245339322117,2.68014192462529e-05
URY,Uruguay,2011,0,0,0.000543270625949598,8.2099190128739e-05
URY,Uruguay,2012,0,0,0.000356521703205478,5.55083306517931e-05
URY,Uruguay,2013,0,0,0.000281616631702627,4.06170673115166e-05
URY,Uruguay,2014,0,0,0.000162551225284048,2.38208198765708e-05
URY,Uruguay,2015,0,0,0.00011587643423634,1.52653131333952e-05
URY,Uruguay,2016,1.72325846879847e-09,2.08405696422369e-10,0.000137343125543749,1.66098645362973e-05
URY,Uruguay,2017,0,0,0.000154393230057359,1.87199237720539e-05
URY,Uruguay,2018,1.06636171110379e-09,1.2238029677222e-10,0.000118531302702528,1.3603166590179e-05
URY,Uruguay,2019,0,0,0.000145654255865651,1.79767471757541e-05
URY,Uruguay,2020,0,0,3.77132944235405e-05,4.83339246036933e-06
URY,Uruguay,2021,0,0,4.46346903893219e-05,7.00674986006388e-06
URY,Uruguay,2022,0,0,4.21695624842461e-05,6.67995750708215e-06
URY,Uruguay,2023,0,0,0,0
URY,Uruguay,2024,0,0,5.57160828545898e-07,7.0527784982893e-08
VNM,Vietnam,2000,0.241852251331119,0.0884851332575471,0,0
VNM,Vietnam,2001,0.207968755475209,0.0756859444753856,5.01091460938959e-07,1.82361914909073e-07
VNM,Vietnam,2002,0.195735766937364,0.0733786326548931,2.35094435977077e-06,8.81336534793439e-07
VNM,Vietnam,2003,0.189636240320382,0.0760663707124798,1.55950643295399e-06,6.25544960484144e-07
VNM,Vietnam,2004,0.214105744732718,0.0901855699222291,3.38946129376463e-06,1.42770806495221e-06
