country,year,total_exports_usd,exports_oil_crude_usd,exports_oil_refined_usd,exports_nat_gas_lng_usd,exports_energy_total_usd,exports_copper_ore_usd,exports_copper_metal_usd,exports_aluminum_usd,exports_nickel_usd,exports_steel_primary_usd,exports_steel_articles_usd,exports_iron_ore_usd,exports_gold_usd,exports_precious_total_usd,exports_wheat_usd,exports_corn_usd,exports_cereals_total_usd,exports_soybeans_usd,exports_oilseeds_total_usd,exports_live_cattle_usd,exports_meat_beef_fresh_usd,exports_meat_beef_frozen_usd,exports_livestock_total_usd,gdp_usd,share_oil_crude,share_oil_refined,share_nat_gas_lng,share_energy_total,share_copper_ore,share_copper_metal,share_aluminum,share_nickel,share_steel_primary,share_steel_articles,share_iron_ore,share_gold,share_precious_total,share_wheat,share_corn,share_cereals_total,share_soybeans,share_oilseeds_total,share_live_cattle,share_meat_beef_fresh,share_meat_beef_frozen,share_livestock_total,expgdp_oil_crude,expgdp_oil_refined,expgdp_nat_gas_lng,expgdp_energy_total,expgdp_copper_ore,expgdp_copper_metal,expgdp_aluminum,expgdp_nickel,expgdp_steel_primary,expgdp_steel_articles,expgdp_iron_ore,expgdp_gold,expgdp_precious_total,expgdp_wheat,expgdp_corn,expgdp_cereals_total,expgdp_soybeans,expgdp_oilseeds_total,expgdp_live_cattle,expgdp_meat_beef_fresh,expgdp_meat_beef_frozen,expgdp_livestock_total
AGO,2014,58672369190,56439535479,0,0,113775771094,0,0,0,0,0,0,0,0,1274009584,0,0,0,0,0,0,0,0,0,1.64448e+11,0.96194403359153,0,0,1.93917124303533,0,0,0,0,0,0,0,0,0.0217139618118087,0,0,0,0,0,0,0,0,0,0.343205970756713,0,0,0.691864729847733,0,0,0,0,0,0,0,0,0.00774718807160926,0,0,0,0,0,0,0,0,0
AGO,2015,33924937478.31,31393669832.41,282327062.76,115574576.82,63686410060.84,0,529507.81,878379.9,74759.72,1128451.39,72388967.57,660.4,0,1087529125.92,0,882.18,17157787.88,0,104612.9,0,0,0,0,1.31661e+11,0.925386225176734,0.00832211003897963,0.00340677346550433,1.87727420578323,0,1.56082177111908e-05,2.58918649610362e-05,2.20368040612596e-06,3.32631825989798e-05,0.00213379811285672,1.94665060303273e-08,0,0.0320569235128382,0,2.60038799058664e-08,0.000505757391328131,0,3.08365785690495e-06,0,0,0,0,0.238443197548325,0.00214434846127555,0.000877819375669333,0.483715071743645,0,4.02175139183205e-06,6.67152687584023e-06,5.67819779585451e-07,8.57088575964029e-06,0.000549813289964378,5.01591207722864e-09,0,0.00826007037710484,0,6.70038963702235e-09,0.00013031792163207,0,7.94562550793325e-07,0,0,0,0
AGO,2016,28057499522.39,25577532560.88,237226735.54,101086721.5,51925444486.09,0,192641.41,3954503.41,149530.5,5795654.28,137327013.43,0,0,978584560.9,0,235.43,729121.46,0,27422.78,0,0,0,0,1.14764e+11,0.911611262452986,0.00845502056769856,0.00360284142281932,1.850679688853,0,6.8659507539605e-06,0.00014094283087644,5.32943072424091e-06,0.000206563463553659,0.00489448510265188,0,0,0.0348778250933974,0,8.39098294600793e-09,2.59866870680389e-05,0,9.77377901338518e-07,0,0,0,0,0.222870696044753,0.00206708319281308,0.00088082257066676,0.452454118766251,0,1.67858744902583e-06,3.44576993656547e-05,1.30293907497125e-06,5.05006298142275e-05,0.00119660358152382,0,0,0.00852692970705099,0,2.0514272768464e-09,6.35322453034053e-06,0,2.38949322087066e-07,0,0,0,0
AGO,2017,34904881109.37,31057113479.83,347951501.19,1517603634.05,65974537679.81,0,626308.06,7977792.47,125461.82,12506723.43,37069028.24,0,495.05,1131455139.46,99.01,549,18640.25,33850.98,101004.44,0,0,0,0,1.39835e+11,0.88976419608812,0.00996856285227669,0.0434782639509581,1.89012354670647,0,1.79432801400338e-05,0.000228558076018154,3.59439184470737e-06,0.000358308724525139,0.0010620012749463,0,1.41828301448392e-08,0.0324153844247379,2.83656602896783e-09,1.57284592455645e-08,5.34029895176928e-07,9.69806483337739e-07,2.89370531541177e-06,0,0,0,0,0.222098283547252,0.00248830050552437,0.0108528167772732,0.471802750955126,0,4.47890771266135e-06,5.70514711624414e-05,8.97213287088354e-07,8.94391492115708e-05,0.00026509120205957,0,3.54024385883363e-09,0.00809135866885973,7.08048771766725e-10,3.92605570851361e-09,1.33301748489291e-07,2.42078020524189e-07,7.22311581506776e-07,0,0,0,0
AGO,2018,40664718814.96,36580105348.991,268388333.118,1910332153.567,77663734866.413,0,231267.532,1051984.737,112323.569,5608919.628,26150919.025,1528853.371,0,1180883245.055,0,4552.122,395004.207,11927.742,45033.056,0,0,0,0,1.14189e+11,0.899553874095243,0.00660002923761183,0.0469776309596469,1.9098554503675,0,5.68717892904549e-06,2.58697162468265e-05,2.76218727863618e-06,0.000137930859758867,0.000643086188398269,3.75965558241498e-05,0,0.0290395035172497,0,1.11942788064363e-07,9.71368347085885e-06,2.93319180547535e-07,1.10742327286013e-06,0,0,0,0,0.320347015465509,0.00235038692972178,0.0167295637370237,0.680133242837865,0,2.02530481920325e-06,9.21266266452986e-06,9.83663654117297e-07,4.91196142185324e-05,0.000229014344858086,1.33887972659363e-05,0,0.0103414798715726,0,3.98648030896146e-08,3.45921417124241e-06,1.04456138507212e-07,3.94372978132745e-07,0,0,0,0
AGO,2019,35432454858.832,31534121190.558,257683880.824,1454541279.537,66634046914.789,0,227515.311,409632.059,65013.345,14939061.41,22578794.088,0.907,0,1229993203.036,99297.263,631485.84,2902212.468,5436.833,119645.123,0,0,0,0,9.4671e+10,0.88997844818245,0.00727253818146808,0.0410511008997853,1.88059357389344,0,6.42109929742248e-06,1.15609279862779e-05,1.83485296909352e-06,0.000421620840822894,0.000637234822649381,2.55980005792322e-11,0,0.0347137450096661,2.80243814309831e-06,1.78222435480672e-05,8.19083091917518e-05,1.53442176717959e-07,3.37670995353507e-06,0,0,0,0,0.333091666831004,0.00272188823213022,0.015364169381722,0.703848558848951,0,2.40322074341667e-06,4.32690115241204e-06,6.86729251830022e-07,0.000157799763496741,0.000238497471115759,9.58054736931056e-12,0,0.0129922912300071,1.04886673849436e-06,6.67031973888519e-06,3.06557707006369e-05,5.74287057282589e-08,1.26379908314056e-06,0,0,0,0
AGO,2020,22134505473.377,18379869211.6,159021964.165,1051448755.707,39278198089.298,0,940900.59,1955920.743,26044.03,12243325.014,17799512.113,0,0,1108221882.588,155166.037,103117.971,663703.616,0,18106.075,0,0,0,0,6.6521e+10,0.830371802690916,0.00718434682700587,0.047502699211946,1.7745234081033,0,4.25083176640969e-05,8.83652334294321e-05,1.17662579050277e-06,0.000553132981838066,0.000804152237980151,0,0,0.0500676142921264,7.0101424758114e-06,4.65869775694915e-06,2.99850212058404e-05,0,8.18002237356406e-07,0,0,0,0,0.276301757514168,0.00239055282038755,0.0158062680312533,0.590463133285699,0,1.41444143954541e-05,2.94030568241608e-05,3.91515912268306e-07,0.000184052028893131,0.000267577338178921,0,0,0.0166597297483201,2.33258725815908e-06,1.55015665729619e-06,9.97735476015093e-06,0,2.7218585108462e-07,0,0,0,0
AGO,2021,34472161956.832,27481273609.393,225752716.974,3494202000.179,62520146926.025,0,2358369.984,5494230.049,171307.51,20512769.945,23234088.08,9466679.576,3058992.774,1540458834.786,509.783,11097.908,74178.297,101.078,2721.629,0,0,0,0,8.4375e+10,0.797201917414017,0.00654884127246502,0.101363007186919,1.81364159881577,0,6.84137533048634e-05,0.000159381649920309,4.96944491658287e-06,0.000595053190185381,0.000673995675382793,0.000274618098738765,8.87380599403845e-05,0.0446870386810972,1.47882514777686e-08,3.21938264675637e-07,2.15183187793357e-06,2.93216306324435e-09,7.89515030536286e-08,0,0,0,0,0.325703983518732,0.00267558775672889,0.0414127644465659,0.740979519123259,0,2.79510516622222e-05,6.51168005807407e-05,2.03031122962963e-06,0.000243114310459259,0.000275366969837037,0.000112197683863704,3.62547291733333e-05,0.01825728989376,6.04187259259259e-09,1.31530761481481e-07,8.79150186666667e-07,1.19796148148148e-09,3.22563437037037e-08,0,0,0,0
AGO,2022,51274951711.647,40311108896.754,480172846.807,6548986938.512,94916579125.759,0,3634461.294,5568085.824,243446.821,32150650.744,26545598.181,6169054.787,5735824.587,1993273617.003,1506.098,22196.701,245482.621,5354.253,34256.653,0,0,0,0,1.42442e+11,0.786175462893657,0.00936466697242992,0.127722927470342,1.85112956633363,0,7.08818082255637e-05,0.000108592707318635,4.74787031237129e-06,0.000627024495796786,0.000517710837257994,0.000120313224704582,0.000111864066089352,0.0388742173412956,2.93729774426661e-08,4.3289560026944e-07,4.78757390900164e-06,1.04422389905124e-07,6.68097225964206e-07,0,0,0,0,0.283000160744401,0.00337100607129218,0.0459765163260274,0.666352474170252,0,2.55153767428146e-05,3.90901968801337e-05,1.70909437525449e-06,0.000225710469833336,0.000186360751611182,4.33092401609076e-05,4.0267790307634e-05,0.0139935806644318,1.05734123362491e-08,1.5582974824841e-07,1.72338650819281e-06,3.75890046475057e-08,2.40495450779967e-07,0,0,0,0
AGO,2023,39505783208.732,32047478607.041,301440756.968,2713124543.902,70177590696.133,25909.888,4141029.6,6552292.669,31863.168,52468683.467,48578269.949,3218.694,2377350.191,1593147604.984,32507.175,128174.197,553674.327,547.429,80741.818,0,0,0,0,1.12483e+11,0.811209802820907,0.00763029441475222,0.0686766423428941,1.77638778417185,6.55850508344639e-07,0.000104820845548626,0.000165856543949032,8.06544394567458e-07,0.00132812664894599,0.00122964958553872,8.14739954146402e-08,6.01772702097584e-05,0.0403269464768355,8.22845982529842e-07,3.24444135995941e-06,1.40150196257246e-05,1.38569332269054e-08,2.04379742513632e-06,0,0,0,0,0.2849095295026,0.00267987835466693,0.0241203074589227,0.623895083667159,2.30344923232844e-07,3.68147151125059e-05,5.82514039365949e-05,2.83270965390326e-07,0.000466458784589671,0.000431872104664705,2.86149373683134e-08,2.11351954606474e-05,0.0141634522993163,2.88996337224292e-07,1.13949838642284e-06,4.92229338655619e-06,4.86677097872567e-09,7.17813518487238e-07,0,0,0,0
AGO,2024,39250263061.7,31257304278.03,360272638.43,2538534699.94,68354438396.09,16.76,4883771.41,6482539.12,40885.33,72913556.88,44078930.26,76.98,2776441.81,1536985530.5,12041.89,287504.97,1135438.71,145377.07,401471.11,0,0,0,0,1.15214e+11,0.796359102839506,0.00917885920569919,0.0646756098411243,1.7415026821257,4.27003507560036e-10,0.000124426463137913,0.000165159125425725,1.04165747719269e-06,0.0018576577885703,0.00112302254358677,1.96126074057109e-09,7.07368968619531e-05,0.0391586045699596,3.06797689000723e-07,7.32491829540231e-06,2.89281808943581e-05,3.70384957093084e-06,1.02284947585931e-05,0,0,0,0,0.27129779608407,0.00312698663730102,0.0220332138450188,0.593282399674432,1.45468432655754e-10,4.23886976409117e-05,5.62652031871127e-05,3.5486425260819e-07,0.000632853271998195,0.0003825831084764,6.68147968128873e-10,2.40981287864322e-05,0.013340267072578,1.04517593348031e-07,2.49539960421477e-06,9.85504114083358e-06,1.26180038884163e-06,3.48456880240249e-06,0,0,0,0
ARE,2000,37719889281,22010923216,4832960816,1912425866,57516475293,0,20907184,930522603,4080018,99598258,189235870,2184159,0,388522664,1733797,735940,67698297,219089,15306030,0,0,0,0,1.02987e+11,0.583536262580898,0.128127651170875,0.0507007285136257,1.52483149843104,0,0.000554274797686939,0.0246692824591274,0.000108166224179644,0.00264047058192636,0.0050168723611636,5.79047033709134e-05,0,0.0103002069042579,4.59650606894368e-05,1.95106617232491e-05,0.00179476393728707,5.80831503422143e-06,0.000405781413778164,0,0,0,0,0.213725258683135,0.0469278726052803,0.018569585151524,0.558482869614612,0,0.000203007991299873,0.00903534041189665,3.96168254245681e-05,0.000967095439230194,0.00183747337042539,2.12081039354482e-05,0,0.00377254084496101,1.68351054016526e-05,7.14595045976677e-06,0.000657347985668094,2.12734616990494e-06,0.000148620990998864,0,0,0,0
ARE,2001,32669157299,16607162575,3785998382,1755298488,44300814943,152426,25553801,835404994,1345384,101900613,199519261,136729,506259684,1613187097,233261,583102,71331269,355602,14169613,0,0,0,0,1.03312e+11,0.508343769721552,0.115889073824255,0.0537295306375634,1.35604400620263,4.66574630636909e-06,0.000782199576380937,0.0255716725826158,4.11820846092404e-05,0.003119168702987,0.00610726683807382,4.18526253213716e-06,0.0154965639109245,0.0493795135955154,7.14009846856809e-06,1.78487003709107e-05,0.00218344380135521,1.08849456000778e-05,0.000433730593976286,0,0,0,0,0.160747663146585,0.0366462596987765,0.0169902672293635,0.428806091673765,1.4753949202416e-06,0.000247345913349853,0.00808623387409014,1.30225336843735e-05,0.000986338595710082,0.00193123026366734,1.32345710082081e-06,0.00490029893913582,0.0156147117179031,2.25783064890816e-06,5.64408781167725e-06,0.000690445146739972,3.44202028805947e-06,0.000137153602679263,0,0,0,0
ARE,2002,52163400000,14357497236,7527057768,962688663,45698449908,29904,36428341,747415222,1657071,136308833,318353312,9122,522109619,1822312515,5394902,760846,98277692,54726,14908315,0,0,0,0,1.09816e+11,0.27524082471618,0.144297683203165,0.0184552514406653,0.876063483361897,5.73275515016276e-07,0.000698350586809909,0.0143283455833017,3.17669285361e-05,0.0026131125080037,0.00610300156814932,1.7487357035776e-07,0.0100091178680838,0.0349346958787196,0.000103423128093644,1.45858207095396e-05,0.00188403539646572,1.04912639896939e-06,0.000285800292925691,0,0,0,0,0.130741396845633,0.0685424507175639,0.00876637887921614,0.416136536643112,2.72310045894952e-07,0.000331721616157937,0.00680606853281853,1.50895224739564e-05,0.00124124747759889,0.00289897020470605,8.30662198586727e-08,0.00475440390289211,0.01659423503861,4.91267392729657e-05,6.92837109346543e-06,0.000894930538355067,4.98342682304947e-07,0.000135757221169957,0,0,0,0
ARE,2003,6.7135e+10,21010178986,4316020129,484168823,51624046196,1406744,45047523,704788140,2710551,208039165,371812831,163330,838070809,3076785879,17000420,1429574,121200223,46188,16619115,0,0,0,0,1.24346e+11,0.312954181663812,0.064288674000149,0.00721186896551724,0.768958757667387,2.09539584419453e-05,0.000670999076487674,0.0104980731362181,4.03746332017577e-05,0.00309881827660684,0.00553828600580919,2.4328591643703e-06,0.0124833664854398,0.0458298336039324,0.000253227377671855,2.12940195129217e-05,0.00180532096521933,6.87986892083116e-07,0.000247547702390705,0,0,0,0,0.168965459170379,0.0347097625094494,0.00389372254033101,0.415164510285815,1.13131423608319e-05,0.000362275609991475,0.0056679598861242,2.17984575297959e-05,0.00167306680552651,0.00299014709761472,1.31351229633442e-06,0.00673982925868142,0.0247437463127081,0.000136718672092387,1.14967429591623e-05,0.000974701421839062,3.71447412864105e-07,0.000133652188248918,0,0,0,0
ARE,2004,9.0638e+10,28580147615,9704185060,533109834,77642928657,4014,50044478,713907575,3152051,278223175,382116672,2561,2701483375,8254628972,8796288,8373264,143043794,55959,79534153,0,0,0,0,1.47812e+11,0.315321913711688,0.107065304397714,0.00588174754517973,0.856626675974757,4.42860610340034e-08,0.00055213572673713,0.00787647096140692,3.47762638187074e-05,0.00306960849753966,0.00421585507182418,2.82552571769015e-08,0.0298051962201284,0.0910724968776893,9.70485668262759e-05,9.23813852909376e-05,0.00157818789028884,6.17390057150423e-07,0.000877492365233125,0,0,0,0,0.193354718256975,0.065652214028631,0.00360667492490461,0.525281632458799,2.71561172299949e-08,0.000338568438286472,0.0048298350269261,2.13247300625118e-05,0.00188227731848564,0.00258515324872135,1.73260628365762e-08,0.0182764821191784,0.0558454589072606,5.95099721267556e-05,5.66480664628041e-05,0.000967741414770113,3.78582253132357e-07,0.000538076428165508,0,0,0,0
ARE,2005,115452993193,40579914443,9368239504,1497050473,102900237144,42000,109270010,751819691,5881648,329504383,507402422,5434,2220822022,9940442121,504541,5160060,135230935,296605,109609039,0,0,0,0,1.80616e+11,0.3514842995466,0.0811433228789429,0.0129667532352099,0.891273879508556,3.63784418562363e-07,0.000946445882241753,0.00651191164652787,5.09440928063926e-05,0.00285401334246203,0.00439488321581917,4.70667745349496e-08,0.0192357249524705,0.0860994751724003,4.3700989125208e-06,4.46940339725454e-05,0.00117130731096714,2.56905422542119e-06,0.000949382393376057,0,0,0,0,0.224675081072552,0.0518682702750587,0.00828858170372503,0.569718281569739,2.32537538202596e-07,0.0006049852172565,0.00416253095517562,3.25643796784338e-05,0.00182433662023298,0.00280928833547416,3.00859281569739e-08,0.0122958210900474,0.0550363318919697,2.79344576338752e-06,2.85692297470877e-05,0.000748720683660362,1.64218563139478e-06,0.000606862287947912,0,0,0,0
ARE,2006,1.42505e+11,53963666148,16175412812,2438484837,145166027279,5073798,174373238,824333574,7084508,362847941,724531783,206309,3104845450,11351561285,2000886,4615046,136764394,144977,57899835,0,0,0,0,2.22117e+11,0.378679107034841,0.113507686130311,0.0171115738886355,1.01867322044139,3.5604350724536e-05,0.00122362891126627,0.0057845940423143,4.97141012596049e-05,0.00254621199957896,0.00508425516999404,1.4477316585383e-06,0.0217876246447493,0.0796572842005544,1.40408126030666e-05,3.23851513981966e-05,0.000959716459071612,1.01734675976282e-06,0.000406300375425424,0,0,0,0,0.242951535217926,0.0728238397421179,0.0109783800294439,0.653556581796981,2.28429071165197e-05,0.000785051292787135,0.00371125836383528,3.18953884664389e-05,0.00163358923900467,0.00326193755093037,9.28830301147593e-07,0.0139784233084365,0.0511062245798386,9.00825240751496e-06,2.07775451676369e-05,0.000615731321780863,6.52705556080804e-07,0.000260672686016829,0,0,0,0
ARE,2007,1.56634e+11,59075496289,16071313069,2496856077,155332645177,1065494,191314702,781897423,6555518,549608049,826759873,571,4540909569,18431964009,1175734,7700610,201616432,315379,70989355,0,0,0,0,2.57883e+11,0.377156276983286,0.10260424345289,0.0159407030210555,0.991691747494158,6.80244391383735e-06,0.00122141234980911,0.00499187547403501,4.18524585977502e-05,0.00350886811930998,0.00527829125860286,3.64544096428617e-09,0.0289905740069206,0.11767537066665,7.50625023941162e-06,4.9163080812595e-05,0.00128718178684066,2.013477278241e-06,0.000453218043336696,0,0,0,0,0.229078676333841,0.0623201725937731,0.00968212746478054,0.602337669319032,4.13169538123878e-06,0.000741866280445008,0.00303198513667051,2.54205124029114e-05,0.00213123024394784,0.00320594949259936,2.21418240054598e-09,0.017608409895185,0.0714741336536336,4.55917606046153e-06,2.98608671374228e-05,0.00078181358212833,1.22295382014324e-06,0.00027527737384783,0,0,0,0
ARE,2008,2.1e+11,80481747754,22797149669,2744776,209250803057,11324982,205538651,684235974,10302496,764046357,986235562,3521,7960681688,31684543271,11145561,23259565,590364269,8674,91452767,0,0,0,0,3.15464e+11,0.38324641787619,0.108557855566667,1.30703619047619e-05,0.996432395509524,5.39284857142857e-05,0.000978755480952381,0.00325826654285714,4.90595047619048e-05,0.00363831598571429,0.00469635981904762,1.67666666666667e-08,0.0379080080380952,0.150878777480952,5.30741e-05,0.000110759833333333,0.00281125842380952,4.13047619047619e-08,0.000435489366666667,0,0,0,0,0.255121813436715,0.0722654555480182,8.70075824816778e-06,0.663311195752923,3.58994433596227e-05,0.000651543919432962,0.0021689827492202,3.26582304161489e-05,0.00242197638082317,0.00312630145436563,1.11613369512845e-08,0.0252348340476251,0.100437905025613,3.53306906651789e-05,7.37312815408414e-05,0.00187141565757107,2.74960058833972e-08,0.000289899218294322,0,0,0,0
ARE,2009,1.74725e+11,42073289611,8784078254,7798632135,117333046172,3282,301232661,515907725,7893003,665674647,1719343596,10155,10520750792,32889324185,1151257,17461607,557999648,3833223,104542158,0,0,0,0,2.53547e+11,0.240797193366719,0.0502737344627271,0.0446337509514952,0.671529810685363,1.87838031191873e-08,0.00172403869509229,0.00295268407497496,4.51738617828015e-05,0.00380984202031764,0.00984028385176706,5.81199027042495e-08,0.0602131966919445,0.188234792874517,6.58896551724138e-06,9.99376563170697e-05,0.00319358791243382,2.19386063814566e-05,0.00059832398340249,0,0,0,0,0.165938818487302,0.0346447729770023,0.0307581321609011,0.462766454235309,1.29443456242827e-08,0.00118807424658939,0.0020347617009864,3.11303348097197e-05,0.00262544872153881,0.00678116323995157,4.00517458301617e-08,0.0414942822908573,0.129716873735442,4.54060588372176e-06,6.88693102265063e-05,0.00220077401034128,1.51183922507464e-05,0.000412318654923939,0,0,0,0
ARE,2010,1.98362e+11,65482110207,6514146480,2030743313,148078099964,0,612454417,732162022,8768410,853889800,972192178,31722,11508385063,43285859002,6944258,16438799,571556478,82396,80736709,0,0,0,0,3.07736e+11,0.330114186220143,0.03283968945665,0.0102375621994132,0.74650437061534,0,0.00308755919480546,0.00369103972535062,4.42040814268862e-05,0.00430470453010153,0.00490110090642361,1.59919742692653e-07,0.0580170852431413,0.218216488047106,3.50080055655821e-05,8.28727225980783e-05,0.00288138089956746,4.15381978403122e-07,0.000407017014347506,0,0,0,0,0.212786642469519,0.0211679702082304,0.00659897871227286,0.481185496542491,0,0.00199019424766683,0.00237918872670081,2.84932864533236e-05,0.00277474783580732,0.00315917597551148,1.03081862375543e-07,0.0373969410891153,0.14065906816882,2.25656341799464e-05,5.34185113213924e-05,0.0018572948176359,2.6774897964489e-07,0.000262357049548964,0,0,0,0
