country,year,indicator,value
SEN,2018,NGDPD,2.3127e+10
SEN,2019,NGDPD,2.3405e+10
SEN,2020,NGDPD,2.4534e+10
SEN,2021,NGDPD,2.7584e+10
SEN,2022,NGDPD,2.775e+10
SEN,2023,NGDPD,3.0701e+10
SEN,2024,NGDPD,3.2816e+10
SLV,2000,NGDPD,1.1785e+10
SLV,2001,NGDPD,1.2283e+10
SLV,2002,NGDPD,1.2664e+10
SLV,2003,NGDPD,1.3244e+10
SLV,2004,NGDPD,1.3725e+10
SLV,2005,NGDPD,1.4698e+10
SLV,2006,NGDPD,1.6e+10
SLV,2007,NGDPD,1.7012e+10
SLV,2008,NGDPD,1.7987e+10
SLV,2009,NGDPD,1.7602e+10
SLV,2010,NGDPD,1.8448e+10
SLV,2011,NGDPD,2.0284e+10
SLV,2012,NGDPD,2.1386e+10
SLV,2013,NGDPD,2.1991e+10
SLV,2014,NGDPD,2.2593e+10
SLV,2015,NGDPD,2.3438e+10
SLV,2016,NGDPD,2.4191e+10
SLV,2017,NGDPD,2.4979e+10
SLV,2018,NGDPD,2.6021e+10
SLV,2019,NGDPD,2.6881e+10
SLV,2020,NGDPD,2.4921e+10
SLV,2021,NGDPD,2.9043e+10
SLV,2022,NGDPD,3.187e+10
SLV,2023,NGDPD,3.3854e+10
SLV,2024,NGDPD,3.5365e+10
TUR,2000,NGDPD,2.7357e+11
TUR,2001,NGDPD,2.03001e+11
TUR,2002,NGDPD,2.38674e+11
TUR,2003,NGDPD,3.17342e+11
TUR,2004,NGDPD,4.08309e+11
TUR,2005,NGDPD,5.06794e+11
TUR,2006,NGDPD,5.54902e+11
TUR,2007,NGDPD,6.86909e+11
TUR,2008,NGDPD,7.87897e+11
TUR,2009,NGDPD,6.56134e+11
TUR,2010,NGDPD,7.83025e+11
TUR,2011,NGDPD,8.43326e+11
TUR,2012,NGDPD,8.82437e+11
TUR,2013,NGDPD,9.62457e+11
TUR,2014,NGDPD,9.43337e+11
TUR,2015,NGDPD,8.68204e+11
TUR,2016,NGDPD,8.70339e+11
TUR,2017,NGDPD,8.63906e+11
TUR,2018,NGDPD,8.07318e+11
TUR,2019,NGDPD,7.75223e+11
TUR,2020,NGDPD,7.30345e+11
TUR,2021,NGDPD,8.27673e+11
TUR,2022,NGDPD,9.24752e+11
TUR,2023,NGDPD,1.153295e+12
TUR,2024,NGDPD,1.358251e+12
URY,2000,NGDPD,2.4892e+10
URY,2001,NGDPD,2.2802e+10
URY,2002,NGDPD,1.4863e+10
URY,2003,NGDPD,1.3159e+10
URY,2004,NGDPD,1.4959e+10
URY,2005,NGDPD,1.8986e+10
URY,2006,NGDPD,2.1416e+10
URY,2007,NGDPD,2.5603e+10
URY,2008,NGDPD,3.3151e+10
URY,2009,NGDPD,3.4565e+10
URY,2010,NGDPD,4.3967e+10
URY,2011,NGDPD,5.2354e+10
URY,2012,NGDPD,5.5938e+10
URY,2013,NGDPD,6.2857e+10
URY,2014,NGDPD,6.2546e+10
URY,2015,NGDPD,5.8218e+10
URY,2016,NGDPD,5.758e+10
URY,2017,NGDPD,6.5068e+10
URY,2018,NGDPD,6.537e+10
URY,2019,NGDPD,6.2229e+10
URY,2020,NGDPD,5.3557e+10
URY,2021,NGDPD,6.0742e+10
URY,2022,NGDPD,7.06e+10
URY,2023,NGDPD,7.7997e+10
URY,2024,NGDPD,8.0961e+10
VNM,2000,NGDPD,3.9585e+10
VNM,2001,NGDPD,4.1297e+10
VNM,2002,NGDPD,4.4563e+10
VNM,2003,NGDPD,5.0233e+10
VNM,2004,NGDPD,6.2877e+10
VNM,2005,NGDPD,7.3197e+10
VNM,2006,NGDPD,8.4301e+10
VNM,2007,NGDPD,9.8426e+10
VNM,2008,NGDPD,1.24756e+11
VNM,2009,NGDPD,1.29022e+11
VNM,2010,NGDPD,1.43212e+11
VNM,2011,NGDPD,1.71312e+11
VNM,2012,NGDPD,1.95169e+11
VNM,2013,NGDPD,2.12728e+11
VNM,2014,NGDPD,2.32888e+11
VNM,2015,NGDPD,2.36795e+11
VNM,2016,NGDPD,2.52146e+11
VNM,2017,NGDPD,2.77071e+11
VNM,2018,NGDPD,3.0447e+11
VNM,2019,NGDPD,3.31818e+11
VNM,2020,NGDPD,3.4631e+11
VNM,2021,NGDPD,3.70076e+11
VNM,2022,NGDPD,4.11068e+11
VNM,2023,NGDPD,4.33008e+11
VNM,2024,NGDPD,4.59472e+11
ZAF,2000,NGDPD,1.51855e+11
ZAF,2001,NGDPD,1.35527e+11
ZAF,2002,NGDPD,1.29385e+11
ZAF,2003,NGDPD,1.97017e+11
ZAF,2004,NGDPD,2.56188e+11
ZAF,2005,NGDPD,2.88749e+11
ZAF,2006,NGDPD,3.04055e+11
ZAF,2007,NGDPD,3.3265e+11
ZAF,2008,NGDPD,3.16491e+11
ZAF,2009,NGDPD,3.31184e+11
ZAF,2010,NGDPD,4.17315e+11
ZAF,2011,NGDPD,4.58708e+11
ZAF,2012,NGDPD,4.344e+11
ZAF,2013,NGDPD,4.00877e+11
ZAF,2014,NGDPD,3.81195e+11
ZAF,2015,NGDPD,3.46663e+11
ZAF,2016,NGDPD,3.23493e+11
ZAF,2017,NGDPD,3.81317e+11
ZAF,2018,NGDPD,4.05093e+11
ZAF,2019,NGDPD,3.89245e+11
ZAF,2020,NGDPD,3.37876e+11
ZAF,2021,NGDPD,4.19878e+11
ZAF,2022,NGDPD,4.0743e+11
ZAF,2023,NGDPD,3.81334e+11
ZAF,2024,NGDPD,4.01076e+11
ZMB,2000,NGDPD,3.601e+09
ZMB,2001,NGDPD,3.87e+09
ZMB,2002,NGDPD,4.194e+09
ZMB,2003,NGDPD,4.902e+09
ZMB,2004,NGDPD,6.221e+09
ZMB,2005,NGDPD,8.329e+09
ZMB,2006,NGDPD,1.2762e+10
ZMB,2007,NGDPD,1.406e+10
ZMB,2008,NGDPD,1.7914e+10
ZMB,2009,NGDPD,1.5332e+10
ZMB,2010,NGDPD,2.0264e+10
ZMB,2011,NGDPD,2.3455e+10
ZMB,2012,NGDPD,2.5502e+10
ZMB,2013,NGDPD,2.8042e+10
ZMB,2014,NGDPD,2.7145e+10
ZMB,2015,NGDPD,2.1245e+10
ZMB,2016,NGDPD,2.0965e+10
ZMB,2017,NGDPD,2.5874e+10
ZMB,2018,NGDPD,2.6312e+10
ZMB,2019,NGDPD,2.3309e+10
ZMB,2020,NGDPD,1.8138e+10
ZMB,2021,NGDPD,2.2096e+10
ZMB,2022,NGDPD,2.9164e+10
ZMB,2023,NGDPD,2.7578e+10
ZMB,2024,NGDPD,2.6326e+10
